"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"HINT3";"ENSG00000111911";"protein_coding";6;125956781;125980244;0.009893;0;10.42734438;2.603862148
"HIP1";"ENSG00000127946";"protein_coding";7;75533300;75738962;0.0323033916147963;-0.049140245;9.025719091;1.198860081
"HIP1R";"ENSG00000130787";"protein_coding";12;122834453;122862960;0.040654;-0.146775626;10.17452139;-0.184712437
"HIPK1";"ENSG00000163349";"protein_coding";1;113929192;113977869;0.003722;-0.005962943;10.52932728;-0.320974267
"HIPK2";"ENSG00000064393";"protein_coding";7;139561570;139777778;0.030345;-0.145346633;11.86926165;-0.066235945
"HIPK3";"ENSG00000110422";"protein_coding";11;33256672;33357023;0.00887614245664847;-0.002638478;9.125286804;-0.420041371
"HIPK4";"ENSG00000160396";"protein_coding";19;40379271;40390187;0.010802;-0.337702773;2.711431818;0.599149585
"HIRA";"ENSG00000100084";"protein_coding";22;19330698;19447450;NA;-0.148537016;9.59313884;0.040594915
"HIRIP3";"ENSG00000149929";"protein_coding";16;29992321;29996436;0.002977;0;8.80694934;-0.049718159
"HIST1H1A";"ENSG00000124610";"protein_coding";6;26017085;26017732;0.007871;-1.187505472;NA;0.308325644
"HIST1H1B";"ENSG00000184357";"protein_coding";6;27866849;27867529;0.014229;0;-0.060304989;0.691047098
"HIST1H1C";"ENSG00000187837";"protein_coding";6;26055787;26056428;0.009909;0;11.36080479;0.437536717
"HIST1H1D";"ENSG00000124575";"protein_coding";6;26234268;26234933;0.009909;-1.352575293;1.586575985;0.901381493
"HIST1H1E";"ENSG00000168298";"protein_coding";6;26156354;26157107;0.009909;0;4.10102359;0.387587249
"HIST1H1T";"ENSG00000187475";"protein_coding";6;26107419;26108136;0.009909;-0.609703494;0.224779877;0.136810027
"HIST1H2AA";"ENSG00000164508";"protein_coding";6;25726132;25726527;NA;0;NA;-0.034456042
"HIST1H2AB";"ENSG00000278463";"protein_coding";6;26033176;26033568;0.007871;0;-0.46471392;0.651832211
"HIST1H2AC";"ENSG00000180573";"protein_coding";6;26124145;26139116;0.009909;-1.073609968;11.59405679;1.084780409
"HIST1H2AD";"ENSG00000196866";"protein_coding";6;26198851;26199243;0.009909;-0.880359558;2.559299167;-0.336343334
"HIST1H2AE";"ENSG00000277075";"protein_coding";6;26216975;26217483;0.009909;-0.203914127;7.944256405;1.123203076
"HIST1H2AG";"ENSG00000196787";"protein_coding";6;27133042;27135291;0.009909;0;2.662859481;-0.171997307
"HIST1H2AH";"ENSG00000274997";"protein_coding";6;27147129;27147515;0.009909;-0.00730814;-0.354317817;0.32801231
"HIST1H2AI";"ENSG00000196747";"protein_coding";6;27808199;27808701;0.013653;-0.014598339;NA;0.426841747
"HIST1H2AJ";"ENSG00000276368";"protein_coding";6;27814354;27814740;0.013653;0;-0.185701095;0.382318987
"HIST1H2AK";"ENSG00000275221";"protein_coding";6;27837947;27838339;0.013653;0;2.839626563;-0.403404752
"HIST1H2AL";"ENSG00000276903";"protein_coding";6;27865355;27865747;NA;0;-0.15732999;0.387428805
"HIST1H2AM";"ENSG00000278677";"protein_coding";6;27892757;27893149;0.014229;0;3.789815459;-0.386332412
"HIST1H2BA";"ENSG00000146047";"protein_coding";6;25726777;25727292;NA;0;NA;-0.817735781
"HIST1H2BB";"ENSG00000276410";"protein_coding";6;26043277;26043657;0.009909;0;-0.441869773;-1.011037447
"HIST1H2BC";"ENSG00000180596";"protein_coding";6;26114873;26123926;0.009909;0;8.09149463;-0.147993043
"HIST1H2BD";"ENSG00000158373";"protein_coding";6;26158146;26171349;0.009909;0;9.696561302;-1.094616651
"HIST1H2BE";"ENSG00000274290";"protein_coding";6;26172059;26184655;0.009909;-0.761660096;4.46923056;-0.131554479
"HIST1H2BF";"ENSG00000277224";"protein_coding";6;26199520;26200715;0.009909;-2.461302434;3.134893116;0.129046271
"HIST1H2BG";"ENSG00000273802";"protein_coding";6;26215159;26216692;0.009909;-0.609990741;6.807840079;1.114488657
"HIST1H2BH";"ENSG00000275713";"protein_coding";6;26251651;26253710;0.009909;-1.341209338;1.1207455;0.11589542
"HIST1H2BI";"ENSG00000278588";"protein_coding";6;26272976;26273356;0.009909;0;NA;0.023205687
"HIST1H2BJ";"ENSG00000124635";"protein_coding";6;27125897;27132750;0.009909;0;6.354582521;0.087969667
"HIST1H2BK";"ENSG00000197903";"protein_coding";6;27146418;27146798;0.009909;-1.715338018;11.26182359;0.18739327
"HIST1H2BL";"ENSG00000185130";"protein_coding";6;27807444;27807931;0.013653;-0.011970967;1.524688133;-0.048292163
"HIST1H2BM";"ENSG00000273703";"protein_coding";6;27815044;27815424;0.013653;-0.602681078;0.124910528;0.161883788
"HIST1H2BN";"ENSG00000233822";"protein_coding";6;27837760;27865798;0.013653;-2.013077188;3.760490439;0.014649712
"HIST1H2BO";"ENSG00000274641";"protein_coding";6;27893463;27893843;0.014229;-1.907042383;1.046184455;0.315693289
"HIST1H3A";"ENSG00000275714";"protein_coding";6;26020490;26020900;0.007871;0;0.159301996;-0.447769069
"HIST1H3B";"ENSG00000274267";"protein_coding";6;26031650;26032060;0.007871;-0.826326864;-0.136498603;0.607071784
"HIST1H3C";"ENSG00000278272";"protein_coding";6;26045411;26045821;0.009909;-0.911648524;0.018883747;0.054379542
"HIST1H3D";"ENSG00000197409";"protein_coding";6;26196840;26197250;0.009909;0;5.917716564;-0.115472414
"HIST1H3E";"ENSG00000274750";"protein_coding";6;26224199;26227473;0.009909;-0.593049208;6.77184923;-0.531348272
"HIST1H3F";"ENSG00000277775";"protein_coding";6;26250195;26250605;0.009909;-0.015840298;-0.517083162;-0.146844324
"HIST1H3G";"ENSG00000273983";"protein_coding";6;26269405;26271815;0.009909;-2.703322693;-0.490216266;0.034970153
"HIST1H3H";"ENSG00000278828";"protein_coding";6;27810064;27811300;0.013653;0;4.685282638;0.425653417
"HIST1H3I";"ENSG00000275379";"protein_coding";6;27871905;27872315;0.014229;0;NA;0.670449379
"HIST1H3J";"ENSG00000197153";"protein_coding";6;27890382;27893106;0.014229;-0.423883235;0.002941333;0.750067484
"HIST1H4A";"ENSG00000278637";"protein_coding";6;26021679;26021990;0.007871;-0.867232746;NA;-0.320182047
"HIST1H4B";"ENSG00000278705";"protein_coding";6;26026815;26027252;0.007871;-4.515429121;0.340253832;0.574590766
"HIST1H4C";"ENSG00000197061";"protein_coding";6;26103876;26104310;0.009909;0;0.106011536;0.354789344
"HIST1H4D";"ENSG00000277157";"protein_coding";6;26188765;26189076;0.009909;0;1.373805873;-0.938549323
"HIST1H4E";"ENSG00000276966";"protein_coding";6;26204552;26206038;0.009909;-1.829537352;3.414071914;0.428030077
"HIST1H4F";"ENSG00000274618";"protein_coding";6;26240426;26240737;0.009909;0;NA;-0.957166491
"HIST1H4G";"ENSG00000275663";"protein_coding";6;26246681;26246977;0.009909;0;NA;1.34027134
"HIST1H4H";"ENSG00000158406";"protein_coding";6;26277609;26285638;0.009909;0;8.277821647;0.190364095
"HIST1H4I";"ENSG00000276180";"protein_coding";6;27138588;27139881;0.009909;0;0.183537526;-0.009619946
"HIST1H4J";"ENSG00000197238";"protein_coding";6;27824108;27824480;0.013653;0;5.925656942;0.110983656
"HIST1H4K";"ENSG00000273542";"protein_coding";6;27831216;27831527;0.013653;-1.40046915;-0.741393368;0.110983656
"HIST1H4L";"ENSG00000275126";"protein_coding";6;27873199;27873510;0.014229;0;NA;-1.161559236
"HIST2H2AA3";"ENSG00000203812";"protein_coding";1;149842188;149842736;NA;NA;11.53610562;0.030442616
"HIST2H2AA4";"ENSG00000272196";"protein_coding";1;149851061;149851624;NA;NA;NA;0.030442616
"HIST2H2AB";"ENSG00000184270";"protein_coding";1;149887524;149887916;0.058717;0;0.301527048;-0.038100253
"HIST2H2AC";"ENSG00000184260";"protein_coding";1;149886975;149887364;0.058717;-0.472865962;3.646987373;-0.073049036
"HIST2H2BE";"ENSG00000184678";"protein_coding";1;149884459;149886652;0.058717;-0.141826387;11.75264169;0.107101779
"HIST2H2BF";"ENSG00000203814";"protein_coding";1;149782689;149812373;NA;0;7.488649916;0.216269687
"HIST2H3A";"ENSG00000203852";"protein_coding";1;149852619;149854274;NA;NA;NA;0.478732154
"HIST2H3C";"ENSG00000203811";"protein_coding";1;149839538;149841193;NA;NA;3.176160857;0.478732154
"HIST2H3D";"ENSG00000183598";"protein_coding";1;149813271;149813681;NA;0;1.080540381;0.506063741
"HIST2H3PS2";"ENSG00000203818";"protein_coding";1;143905556;143905966;NA;NA;NA;NA
"HIST2H4A";"ENSG00000270882";"protein_coding";1;149832659;149839767;NA;NA;9.51618266;0.108408942
"HIST2H4B";"ENSG00000270276";"protein_coding";1;149854045;149861210;NA;NA;NA;0.108408942
"HIST3H2A";"ENSG00000181218";"protein_coding";1;228456979;228457873;0.00675;0;7.438872647;0.334152014
"HIST3H2BB";"ENSG00000196890";"protein_coding";1;228458107;228460470;0.00675;0;2.810152306;0.783340721
"HIST3H3";"ENSG00000168148";"protein_coding";1;228424845;228425325;0.00675;-1.367449055;NA;0.155268751
"HIST4H4";"ENSG00000197837";"protein_coding";12;14767999;14771131;0.022348;0;5.758596629;-0.206379652
"HIVEP1";"ENSG00000095951";"protein_coding";6;12008762;12164999;0.008186;-0.035106795;9.591007033;0.545278629
"HIVEP2";"ENSG00000010818";"protein_coding";6;142751467;142956698;0.00591193611626235;-5e-07;9.426867073;-0.230978081
"HIVEP3";"ENSG00000127124";"protein_coding";1;41506365;42035925;0.00295458279123162;-0.064432287;7.481866847;-0.930231013
"HJURP";"ENSG00000123485";"protein_coding";2;233833416;233854566;0.008834;-0.16161428;5.70716868;-0.284571761
"HK1";"ENSG00000156515";"protein_coding";10;69269984;69401882;0.016432;-0.005379644;11.84335113;-0.526991063
"HK2";"ENSG00000159399";"protein_coding";2;74833981;74893359;0.00763;-0.386297094;9.793771431;-1.458245604
"HK3";"ENSG00000160883";"protein_coding";5;176880869;176899332;0.0369255386924784;-1.296715483;3.485581105;-0.668402322
"HKDC1";"ENSG00000156510";"protein_coding";10;69220303;69267559;0.016432;-1.231691783;1.114489398;0.94059638
"HKR1";"ENSG00000181666";"protein_coding";19;37312837;37369365;0.008181;-0.001315465;10.23822453;0.029317664
"HLA-A";"ENSG00000206503";"protein_coding";6;29941260;29945884;NA;-0.367174731;13.38710616;-0.321568432
"HLA-B";"ENSG00000234745";"protein_coding";6;31269491;31357188;NA;0;14.01661149;-0.092814924
"HLA-C";"ENSG00000204525";"protein_coding";6;31268749;31272130;NA;0;13.97214097;-0.581654239
"HLA-DMA";"ENSG00000204257";"protein_coding";6;32948613;32969094;0.00886;-0.820799205;9.373325035;0.028319467
"HLA-DMB";"ENSG00000242574";"protein_coding";6;32934629;32941070;0.00886;-0.895807454;9.70521895;0.051685994
"HLA-DOA";"ENSG00000204252";"protein_coding";6;33004178;33009612;0.00886;-0.950653424;8.385535713;1.153703544
"HLA-DOB";"ENSG00000241106";"protein_coding";6;32812763;32817048;NA;0;3.90176881;0.588454615
"HLA-DPA1";"ENSG00000231389";"protein_coding";6;33064569;33080775;0.00886;0;11.23199464;1.07210489
"HLA-DPB1";"ENSG00000223865";"protein_coding";6;33075926;33087201;0.00886;0;10.908355;-1.462998924
"HLA-DQA1";"ENSG00000196735";"protein_coding";6;32628179;32647062;NA;0;9.140567024;-1.451511735
"HLA-DQA2";"ENSG00000237541";"protein_coding";6;32741342;32747215;NA;-1.980211056;6.707255741;0.008708062
"HLA-DQB1";"ENSG00000179344";"protein_coding";6;32659467;32668383;NA;0;9.427136155;-0.594329758
"HLA-DQB2";"ENSG00000232629";"protein_coding";6;32756098;32763534;NA;NA;5.44218671;0.767496322
"HLA-DRA";"ENSG00000204287";"protein_coding";6;32439842;32445046;NA;-0.536667159;12.38453954;1.411967245
"HLA-DRB1";"ENSG00000196126";"protein_coding";6;32578769;32589848;NA;0;10.83872303;0.827308928
"HLA-DRB5";"ENSG00000198502";"protein_coding";6;32517343;32530287;NA;-0.465558961;9.114192865;-0.141655283
"HLA-E";"ENSG00000204592";"protein_coding";6;30489467;30494205;0.014092;0;12.25189471;-0.9694459
"HLA-F";"ENSG00000204642";"protein_coding";6;29722775;29738528;0.012921;-3.55e-05;9.549883049;0.464076085
"HLA-G";"ENSG00000204632";"protein_coding";6;29826967;29831125;NA;-0.052260077;5.620126834;-0.627602995
"HLCS";"ENSG00000159267";"protein_coding";21;36750888;36990236;0.013942;-0.424364481;10.23786268;-0.175403853
"HLF";"ENSG00000108924";"protein_coding";17;55265012;55325065;0.0252468329464601;-0.352806721;8.356260975;0.956440778
"HLTF";"ENSG00000071794";"protein_coding";3;149030127;149086554;0.056363;-0.843441373;10.20104186;-0.420437481
"HLX";"ENSG00000136630";"protein_coding";1;220879400;220885059;0.012334;-0.193023256;6.646826329;-0.453314608
"HM13";"ENSG00000101294";"protein_coding";20;31514428;31577923;0.017502;-0.623901194;12.28046475;0.279528449
"HMBOX1";"ENSG00000147421";"protein_coding";8;28890394;29064764;0.0135061559766239;0;5.797350873;0.292758522
"HMBS";"ENSG00000256269";"protein_coding";11;119084866;119093549;0.020533;-0.691019845;8.877851788;0.438328936
"HMCES";"ENSG00000183624";"protein_coding";3;129278828;129306186;0.079868;NA;NA;1.190541771
"HMCN1";"ENSG00000143341";"protein_coding";1;185734551;186190949;0.0081625;-0.724524129;7.911721312;1.473364291
"HMCN2";"ENSG00000148357";"protein_coding";9;130265882;130434123;0.053638;NA;NA;1.410778915
"HMG20A";"ENSG00000140382";"protein_coding";15;77420412;77485607;0.0054;-9e-07;8.971488033;-0.930627123
"HMG20B";"ENSG00000064961";"protein_coding";19;3572777;3579088;0.003184;-1.85657899;12.04659799;-1.494291612
"HMGA1";"ENSG00000137309";"protein_coding";6;34236873;34246231;0.007361;0;9.616264902;-1.823458998
"HMGA2";"ENSG00000149948";"protein_coding";12;65824131;65966295;0.024904;0;0.189830446;-2.721836412
"HMGB1";"ENSG00000189403";"protein_coding";13;30456704;30617597;0.035514180492722;0;12.25469202;-2.564580753
"HMGB2";"ENSG00000164104";"protein_coding";4;173331695;173335125;0.025155;-3.119710133;9.850042937;0.163270173
"HMGB3";"ENSG00000029993";"protein_coding";23;150980509;150990775;0.022788;0;9.316250903;-1.262963389
"HMGB4";"ENSG00000176256";"protein_coding";1;33860475;33864791;0.014071;0;NA;-0.647012384
"HMGCL";"ENSG00000117305";"protein_coding";1;23801885;23838620;0.008972;-0.639622717;10.3263789;-0.443807969
"HMGCLL1";"ENSG00000146151";"protein_coding";6;55434369;55579214;0.003226;-0.465146325;3.160344947;0.179114571
"HMGCR";"ENSG00000113161";"protein_coding";5;75336329;75362104;0.003315;-6e-07;10.37707311;-0.138169515
"HMGCS1";"ENSG00000112972";"protein_coding";5;43289395;43313512;0.020586;-0.475973735;10.47050058;0.05152755
"HMGCS2";"ENSG00000134240";"protein_coding";1;119747996;119768905;0.02856;-0.32144722;9.717025491;-0.322241819
"HMGN1";"ENSG00000205581";"protein_coding";21;39342315;39349647;0.012916;0;11.25674166;0.543298079
"HMGN2";"ENSG00000198830";"protein_coding";1;26472450;26475972;0.008613;0;12.59989619;-0.21144986
"HMGN3";"ENSG00000118418";"protein_coding";6;79201245;79234738;0;0;9.847570102;1.47851372
"HMGN4";"ENSG00000182952";"protein_coding";6;26538405;26546254;0.009909;0;10.21519865;-0.573335929
"HMGN5";"ENSG00000198157";"protein_coding";23;81113701;81201942;0.002679;0;6.772647853;1.75777125
"HMGXB3";"ENSG00000113716";"protein_coding";5;150000046;150053142;0.021641;NA;11.10492917;1.610418341
"HMGXB4";"ENSG00000100281";"protein_coding";22;35257452;35295807;0.008766;-2.77e-05;9.242430701;-0.337214776
"HMHB1";"ENSG00000158497";"protein_coding";5;143812161;143820719;0.028334;0;NA;-0.925873804
"HMMR";"ENSG00000072571";"protein_coding";5;163460203;163491945;0.03321;-0.010111146;5.524681168;0.956044669
"HMOX1";"ENSG00000100292";"protein_coding";22;35380361;35394214;0.008766;-0.621148617;7.273960986;1.560508484
"HMOX2";"ENSG00000103415";"protein_coding";16;4474690;4510347;0.010423;-0.597182669;10.09789531;2.480671947
"HMSD";"ENSG00000221887";"protein_coding";18;63949301;63981774;0;0;-0.609755951;0.716002026
"HMX1";"ENSG00000215612";"protein_coding";4;8846076;8871817;NA;NA;0.397216903;1.185392342
"HMX2";"ENSG00000188816";"protein_coding";10;123148122;123150672;0.001341;0;0.431963403;NA
"HMX3";"ENSG00000188620";"protein_coding";10;123135962;123137741;0.001341;-3.48676344;NA;-2.736492481
"HNF1A";"ENSG00000135100";"protein_coding";12;120978543;121002512;0.042552;-0.494249929;4.773410317;-0.786046984
"HNF1B";"ENSG00000275410";"protein_coding";17;37686432;37745247;0.024845;-0.123468932;7.069123226;-3.954134531
"HNF4A";"ENSG00000101076";"protein_coding";20;44355700;44434596;0.039058;0;-0.196517472;-1.135415978
"HNF4G";"ENSG00000164749";"protein_coding";8;75407914;75566843;0.067199;-0.014784758;5.420622483;-0.594725868
"HNMT";"ENSG00000150540";"protein_coding";2;137964020;138016364;0;0;9.510621345;0.811860639
"HNRNPA0";"ENSG00000177733";"protein_coding";5;137745651;137754376;0.024769;-0.96427241;11.94897225;-0.889035576
"HNRNPA1";"ENSG00000135486";"protein_coding";12;54280193;54287088;0.017302;-0.101410549;12.72036562;-0.481042306
"HNRNPA1L2";"ENSG00000139675";"protein_coding";13;52640786;52643796;0;0;11.19972211;1.195295091
"HNRNPA2B1";"ENSG00000122566";"protein_coding";7;26189927;26201529;0.044638;0;13.65118664;2.961945561
"HNRNPA3";"ENSG00000170144";"protein_coding";2;177212563;177223958;0.012331;-1.290076957;12.20449271;-0.288017917
"HNRNPAB";"ENSG00000197451";"protein_coding";5;178204507;178211163;0.037397;0;11.45832653;1.598931151
"HNRNPC";"ENSG00000092199";"protein_coding";14;21209136;21269494;0.003922;-1.048188032;13.18546891;0.622123963
"HNRNPCL1";"ENSG00000179172";"protein_coding";1;12847408;12848725;0.008088;-1.789244235;NA;0.107379056
"HNRNPCL2";"ENSG00000275774";"protein_coding";1;13115496;13116854;0.008088;NA;NA;1.221438349
"HNRNPCL3";"ENSG00000277058";"protein_coding";1;13060869;13062229;0.008088;NA;NA;0.471206064
"HNRNPCL4";"ENSG00000179412";"protein_coding";1;13164586;13165467;0.008088;NA;NA;0.471206064
"HNRNPD";"ENSG00000138668";"protein_coding";4;82352498;82374503;0.034388;-1.802325696;11.83719487;-1.416257948
"HNRNPDL";"ENSG00000152795";"protein_coding";4;82422564;82430408;0.034388;NA;NA;-0.911613845
"HNRNPF";"ENSG00000169813";"protein_coding";10;43385617;43409166;0.015842;0;12.37403827;-0.719500509
"HNRNPH1";"ENSG00000169045";"protein_coding";5;179614178;179634784;0.042365;-2.336679456;11.79526821;0.966343528
"HNRNPH2";"ENSG00000126945";"protein_coding";23;101408295;101414133;0.001388;-0.59503493;11.26668724;-1.888024923
"HNRNPH3";"ENSG00000096746";"protein_coding";10;68331174;68343191;NA;-0.813686762;11.01959341;0.255048853
"HNRNPK";"ENSG00000165119";"protein_coding";9;83968083;83980616;0.006944;0;13.51928249;1.302640893
"HNRNPL";"ENSG00000104824";"protein_coding";19;38836388;38852347;0.018077;0;12.42045103;-4.744770034
"HNRNPLL";"ENSG00000143889";"protein_coding";2;38561978;38603586;0.005947;NA;NA;0.511213171
"HNRNPM";"ENSG00000099783";"protein_coding";19;8444767;8489114;0.002957;0;12.02331059;1.448013252
"HNRNPR";"ENSG00000125944";"protein_coding";1;23303771;23344336;0.005882;-0.579261686;11.43338809;0.802354
"HNRNPU";"ENSG00000153187";"protein_coding";1;244840638;244864560;0.019441;0;13.17511761;0.230569257
"HNRNPUL1";"ENSG00000105323";"protein_coding";19;41262496;41307598;0.005366;-0.264949624;12.28810704;1.005954525
"HNRNPUL2";"ENSG00000214753";"protein_coding";11;62712630;62727349;0.01357;-0.501181941;11.58314422;NA
"HNRNPUL2-BSCL2";"ENSG00000234857";"protein_coding";11;62690275;62727384;0.01357;NA;NA;0.697780967
"HOGA1";"ENSG00000241935";"protein_coding";10;97584323;97612802;0.008796;NA;NA;0.302106717
"HOMER1";"ENSG00000152413";"protein_coding";5;79372636;79514217;0.004448;-0.005073348;6.535611976;0.588454615
"HOMER2";"ENSG00000103942";"protein_coding";15;82836946;82986153;0.019292;0;11.32872172;-0.531348272
"HOMER3";"ENSG00000051128";"protein_coding";19;18929201;18941261;0.003873;0;8.545422403;0.034245272
"HOMEZ";"ENSG00000215271";"protein_coding";14;23272422;23299447;0.003327;-0.168366582;8.786420854;-1.039953475
"HOOK1";"ENSG00000134709";"protein_coding";1;59814786;59876378;0.00590109277481023;0;9.426823767;0.554389158
"HOOK2";"ENSG00000095066";"protein_coding";19;12763003;12872740;0.004198;-0.732899331;9.983058983;0.349283415
"HOOK3";"ENSG00000168172";"protein_coding";8;42896932;43030539;0.050738;-1.472789072;9.845864891;-0.067939217
"HOPX";"ENSG00000171476";"protein_coding";4;56647988;56681899;0.014798;0;8.199314986;-1.051836774
"HORMAD1";"ENSG00000143452";"protein_coding";1;150698060;150720888;0.068964;-2.342113549;-0.789146158;0.054458764
"HORMAD2";"ENSG00000176635";"protein_coding";22;30080174;30177075;0.00579124903837553;0;NA;0.121242905
"HOXA1";"ENSG00000105991";"protein_coding";7;27092993;27095996;0.035086;0;4.01819108;-1.238800681
"HOXA10";"ENSG00000253293";"protein_coding";7;27170591;27180261;0.035086;-1.685957791;10.27207669;-0.947659852
"HOXA11";"ENSG00000005073";"protein_coding";7;27181510;27185223;0.035086;0;8.626930329;-0.008170184
"HOXA13";"ENSG00000106031";"protein_coding";7;27193503;27200106;0.035086;0;8.773949109;-0.212757023
"HOXA2";"ENSG00000105996";"protein_coding";7;27100354;27102811;0.035086;-0.614411049;3.037995457;0.140097739
"HOXA3";"ENSG00000105997";"protein_coding";7;27106184;27152581;0.035086;-1.772428718;6.683570469;0.486258243
"HOXA4";"ENSG00000197576";"protein_coding";7;27128507;27130799;0.035086;-0.187911431;5.389094099;0.344648928
"HOXA5";"ENSG00000106004";"protein_coding";7;27141052;27143668;0.035086;-0.838190756;5.798784334;-0.322400263
"HOXA6";"ENSG00000106006";"protein_coding";7;27145396;27150603;0.035086;0;3.728057518;-1.65630059
"HOXA7";"ENSG00000122592";"protein_coding";7;27153716;27157936;0.035086;0;6.176296057;-0.070791209
"HOXA9";"ENSG00000078399";"protein_coding";7;27162435;27175180;0.035086;-1.805568983;8.878303011;-0.359911877
"HOXB1";"ENSG00000120094";"protein_coding";17;48528526;48530997;0.026116;-0.25663467;NA;0.826120598
"HOXB13";"ENSG00000159184";"protein_coding";17;48724763;48729178;0.025456;-5.523476698;13.51334359;-2.245712227
"HOXB2";"ENSG00000173917";"protein_coding";17;48540894;48544989;NA;0;6.119885632;0.090742437
"HOXB3";"ENSG00000120093";"protein_coding";17;48548870;48604912;0.021887;-0.156879333;6.321575066;-0.470743447
"HOXB4";"ENSG00000182742";"protein_coding";17;48575513;48580111;0.021887;-1.624553073;3.923015954;-0.233869684
"HOXB5";"ENSG00000120075";"protein_coding";17;48591257;48593961;0.021887;-0.316425502;1.711886646;0.020238823
"HOXB6";"ENSG00000108511";"protein_coding";17;48595751;48604992;0.021887;0;3.35259306;0.788490151
"HOXB7";"ENSG00000260027";"protein_coding";17;48607227;48633572;0.021887;0;4.796952474;2.388774433
"HOXB8";"ENSG00000120068";"protein_coding";17;48611377;48614939;0.021887;-0.179015667;1.481711138;-0.447769069
"HOXB9";"ENSG00000170689";"protein_coding";17;48621159;48626356;0.021887;0;3.632733859;-0.852593459
"HOXC10";"ENSG00000180818";"protein_coding";12;53985065;53990279;0.020923;-0.324442604;1.575917134;0.286460374
"HOXC11";"ENSG00000123388";"protein_coding";12;53973126;53977643;0.020923;-0.011537299;1.010517233;1.662308747
"HOXC12";"ENSG00000123407";"protein_coding";12;53954834;53958956;0.020923;-0.600085162;NA;-0.250823191
"HOXC13";"ENSG00000123364";"protein_coding";12;53938765;53946544;0.020923;0;1.037017463;0.570233557
"HOXC4";"ENSG00000198353";"protein_coding";12;54016931;54056030;0.020923;-0.755239416;6.005775785;0.017438326
"HOXC5";"ENSG00000172789";"protein_coding";12;54032853;54035358;0.020923;0;4.254617336;-0.486191736
"HOXC6";"ENSG00000197757";"protein_coding";12;53990624;54030823;0.020923;0;7.404251889;-7.125390959
"HOXC8";"ENSG00000037965";"protein_coding";12;54009106;54012362;0.020923;0;1.153419316;-0.941322092
"HOXC9";"ENSG00000180806";"protein_coding";12;53994895;54003337;0.020923;0;1.691471267;-0.768618145
"HOXD1";"ENSG00000128645";"protein_coding";2;176188579;176190907;0.014928;0;3.361078789;0.5282459
"HOXD10";"ENSG00000128710";"protein_coding";2;176108790;176119942;0.014928;-0.840133023;5.887094287;1.149742444
"HOXD11";"ENSG00000128713";"protein_coding";2;176104216;176109754;0.014928;0;5.129078781;0.66094274
"HOXD12";"ENSG00000170178";"protein_coding";2;176099730;176101193;0.014928;0;0.529048149;-0.778917004
"HOXD13";"ENSG00000128714";"protein_coding";2;176092891;176095938;0.014928;0;6.467426552;0.209020874
"HOXD3";"ENSG00000128652";"protein_coding";2;176136612;176173102;0.014928;-0.118735001;3.203453429;-2.803831176
"HOXD4";"ENSG00000170166";"protein_coding";2;176151222;176153226;0.014928;-1.248862435;2.664740785;0.408620689
"HOXD8";"ENSG00000175879";"protein_coding";2;176129694;176132695;0.014928;-1.620730939;6.259938711;0.09363404
"HOXD9";"ENSG00000128709";"protein_coding";2;176122720;176124937;0.014928;-1.54990471;6.697186009;0.085553396
"HP";"ENSG00000257017";"protein_coding";16;72054592;72061055;0.003498;0;2.856661847;-0.043934953
"HP1BP3";"ENSG00000127483";"protein_coding";1;20742661;20787323;0.013265;-1.781978658;11.74953435;-0.982121419
"HPCA";"ENSG00000121905";"protein_coding";1;32885994;32898441;0.025166;-2.554737873;2.237700272;0.716794246
"HPCAL1";"ENSG00000115756";"protein_coding";2;10302889;10427617;0.027996;0;9.371747628;-0.762676495
"HPCAL4";"ENSG00000116983";"protein_coding";1;39678648;39691689;0.008876;-1.35070562;1.613019692;1.020214484
"HPD";"ENSG00000158104";"protein_coding";12;121839527;121863596;0.034901;-0.807579835;2.504616145;1.378297898
"HPDL";"ENSG00000186603";"protein_coding";1;45326905;45328533;0.008977;0;3.601772954;0.709268157
"HPF1";"ENSG00000056050";"protein_coding";4;169729465;169757953;0.0364960229325826;NA;NA;NA
"HPGD";"ENSG00000164120";"protein_coding";4;174490177;174523154;0.0284288263682853;-2.226261292;8.75635051;0.208307876
"HPGDS";"ENSG00000163106";"protein_coding";4;94298535;94342876;0.0162507054375159;0;4.678625928;-0.55788764
"HPN";"ENSG00000105707";"protein_coding";19;35040506;35066571;0.012293;-0.243638521;11.92131311;0.295927402
"HPR";"ENSG00000261701";"protein_coding";16;72063224;72077246;0.003498;-1.124851444;0.533275698;-2.324934221
"HPRT1";"ENSG00000165704";"protein_coding";23;134460153;134520513;0.012125;0;8.964478958;-0.502432245
"HPS1";"ENSG00000107521";"protein_coding";10;98416198;98446947;0.009488;-0.173172537;10.12249633;0.079017582
"HPS3";"ENSG00000163755";"protein_coding";3;149129584;149173732;0.056363;-0.568528715;9.290671787;0.475563274
"HPS4";"ENSG00000100099";"protein_coding";22;26443423;26483837;0.011157;-0.175524072;9.663783503;-0.616115806
"HPS5";"ENSG00000110756";"protein_coding";11;18278668;18322198;0.011312;-0.847394765;8.478027205;-1.068077283
"HPS6";"ENSG00000166189";"protein_coding";10;102065390;102068038;0.020624;-0.364675146;8.885087254;0.263050274
"HPSE";"ENSG00000173083";"protein_coding";4;83292461;83335153;0.024349;-0.17137129;3.531728417;0.209813094
